curpcajero,idsucursal,nombrecajero,paternocajero,maternocajero,fechanacimiento,estado,ciudad,colonia,calle,numero,codigopostal
UQUW075019XLVANB53,S-00006,Renado,Gately,Eddington,1984-09-05,Baja California,Tijuana,Tijuana,Dryden,5,49375
XDCP854216EJMGCG36,S-00010,Barth,Bonnesen,Wales,2000-10-23,Guerrero,Copala,Copala,Jackson,231,99678
GKLI547284AMOYNR04,S-00002,Salem,Yarrow,Zimek,2004-10-12,Aguascalientes,Palo Alto,Palo Alto,Caliangt,304,15731
BUPR292009QNRGIO90,S-00010,Chrissy,Bartelot,Tinsley,2008-06-27,Guerrero,Copala,Copala,Jay,31403,85810
JWZA303187WNGQAR52,S-00013,Jessie,Dinnington,Woolerton,1991-07-03,Campeche,Champoton,Champoton,Blue Bill Park,46,69508
CCIJ552774TFWWTX87,S-00013,Shelley,Olanda,Leith-Harvey,1991-02-04,Campeche,Champoton,Champoton,Pierstorff,4371,20285
IFWJ632306FTOWFG22,S-00015,Ralf,Walework,Bukac,1995-06-14,Hidalgo,Pachuca de Soto,Pachuca de Soto,Longview,31943,68471
RZVP642003PPKTWI67,S-00008,Mac,Smithe,Colliard,1997-12-29,Oaxaca,El Espinal,El Espinal,Corben,598,70714
LVTN193009KQUMFI33,S-00010,Stephani,Catterell,Iacovino,2005-08-03,Guerrero,Copala,Copala,Canary,9,27646
BKDW999904RUOXAE93,S-00004,Isac,Verney,Lawranson,1982-01-04,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Main,5,83194
OAMG406444JEGRKR44,S-00001,Duncan,Hedworth,Slyde,1982-09-20,Distrito Federal,N/A,Churubusco,Laurel,3,44763
EMSG786618BOKJTC36,S-00006,Baldwin,Mabey,Pifford,1996-05-20,Baja California,Tijuana,Tijuana,Summit,65511,32650
XDTS350627JQJVAT40,S-00003,Noella,Haspineall,Hackford,1995-10-14,Queretaro,Peñamiller,Peñamiller,Artisan,2140,78810
CFGS399390QAWSLF49,S-00015,Davide,Drescher,Stribbling,2000-11-03,Hidalgo,Pachuca de Soto,Pachuca de Soto,Warrior,28014,57307
QDUK856480OETXGU76,S-00015,Erv,Lyptratt,Duffill,1990-09-30,Hidalgo,Pachuca de Soto,Pachuca de Soto,Eagle Crest,687,57772
CLBN115649ZXXTVT09,S-00015,Darin,Ambrozewicz,Scargle,1986-09-02,Hidalgo,Pachuca de Soto,Pachuca de Soto,Old Gate,88,55364
AOXF576633KOPDRF18,S-00015,Kordula,Rennolds,Brotherwood,1999-12-31,Hidalgo,Pachuca de Soto,Pachuca de Soto,New Castle,52,14071
OLNF099253WRBGMB37,S-00010,Jemie,Critcher,Macconachy,1989-11-29,Guerrero,Copala,Copala,Knutson,6512,71694
XQOC765992WBHIDT93,S-00008,Tybie,Cartmael,Windle,1975-07-22,Oaxaca,El Espinal,El Espinal,Swallow,2,42317
TQDH047757GAGOLF88,S-00006,Justus,Gilman,Braithwaite,1985-08-20,Baja California,Tijuana,Tijuana,6th,24,82410
EPAS635534JOTCDT97,S-00013,Bessie,Sanger,McNeish,2002-12-22,Campeche,Champoton,Champoton,Oriole,853,33595
WBCW282357JNYDJV79,S-00007,Kirstyn,Thredder,Baldwin,2001-05-01,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Brickson Park,4,17656
QFOV548556BFKAJA16,S-00015,Sherwynd,Baulcombe,Kenealy,1995-08-04,Hidalgo,Pachuca de Soto,Pachuca de Soto,Caliangt,9,53414
AKTN809223EXOJNE76,S-00013,Lammond,O'Lynn,Juett,1975-11-11,Campeche,Champoton,Champoton,Troy,373,86034
MDOW585315TTBTLH82,S-00002,Hunter,Acklands,O'Cuddie,2000-07-31,Aguascalientes,Palo Alto,Palo Alto,Steensland,54341,75783
VWCG305650AYOMIU75,S-00010,Lorens,Dell,Guillard,1985-08-07,Guerrero,Copala,Copala,Sloan,89,42481
XLOW555750ORZQJG76,S-00005,Annabela,Tume,Jestico,1982-08-29,Nuevo Leon,Pesqueria,Pesqueria,Memorial,8,85432
PCRA997177SHURMO81,S-00006,Heinrik,Corney,Stelfax,1984-07-16,Baja California,Tijuana,Tijuana,Novick,4802,35455
UWTL528270ZFUAYP86,S-00010,Worth,Arnefield,Geaves,1987-09-10,Guerrero,Copala,Copala,Brown,61,27503
JEDM879272XOUMVY71,S-00013,Chevalier,St Ange,Blandford,1980-07-21,Campeche,Champoton,Champoton,Russell,8,95115
QRQB265878OSIJKL22,S-00006,Karoline,Goatcher,O'Noulane,1979-05-24,Baja California,Tijuana,Tijuana,Melrose,1007,11997
IJKI182539TRRAWZ40,S-00007,Philomena,Bearward,Hessentaler,1987-03-16,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Surrey,92,70466
PZNF212127WZWZOH46,S-00010,Alix,Rapaport,Polendine,2006-03-21,Guerrero,Copala,Copala,Saint Paul,7,62420
PGIM263106KGMKXV52,S-00012,Neal,Tokley,Baldassi,2002-12-07,Morelos,Cuernavaca,Cuernavaca,Charing Cross,0,86016
JZOF822038OTVZLG64,S-00015,Pietrek,Jepperson,Domenicone,2006-10-17,Hidalgo,Pachuca de Soto,Pachuca de Soto,Shelley,3474,83483
VEOS376759CRAQCP64,S-00007,Maureen,McMoyer,Kennedy,1975-08-17,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Trailsway,54,54161
IBJQ237251OAGJAK25,S-00005,Carlina,Rubes,Flintuff,1992-10-20,Nuevo Leon,Pesqueria,Pesqueria,Drewry,7,18075
YIDZ492041DRWUWX08,S-00003,Roy,Ioselevich,Courtier,2009-02-20,Queretaro,Peñamiller,Peñamiller,Heffernan,020,27259
CYHE940508UQOYMN04,S-00009,Halley,Dorgan,Kirlin,2007-07-17,Chihuahua,Juan Aldama,Juan Aldama,Ryan,6,56050
STSP621330WHLDIR82,S-00005,Allan,MacKonochie,Formilli,1992-05-27,Nuevo Leon,Pesqueria,Pesqueria,Clyde Gallagher,64,14333
PZAT269981QEYRBG83,S-00015,Courtenay,Eddies,Cuthbertson,1997-12-25,Hidalgo,Pachuca de Soto,Pachuca de Soto,Maryland,425,47000
MXTQ294547URBHXI05,S-00012,Hunfredo,Forsdicke,Antrobus,2005-09-15,Morelos,Cuernavaca,Cuernavaca,Erie,1375,81134
HMHO254913ODKAMB20,S-00006,Britte,Kearney,Marshallsay,1995-12-08,Baja California,Tijuana,Tijuana,Northwestern,81933,51789
MWGN508240HUJALP65,S-00003,Giles,Howes,Artz,1978-01-09,Queretaro,Peñamiller,Peñamiller,Magdeline,780,26886
YIZA112296AOMMEI60,S-00012,Mycah,Pietesch,Bernucci,1996-12-02,Morelos,Cuernavaca,Cuernavaca,Clarendon,9563,89320
XPFM488498QXMHWJ87,S-00010,Ellsworth,Kitto,Flatley,2007-12-23,Guerrero,Copala,Copala,Vera,01321,32542
BDOO027611VFWWSF60,S-00003,Ceciley,Hardbattle,Dumbellow,1984-04-24,Queretaro,Peñamiller,Peñamiller,Badeau,94225,71230
GEUX362200KATPCS44,S-00003,Caleb,Masterton,Bohike,1992-01-03,Queretaro,Peñamiller,Peñamiller,Fieldstone,034,64608
OWTM940077NLYKEF56,S-00012,Cyrillus,Seiffert,Youster,1997-07-03,Morelos,Cuernavaca,Cuernavaca,Muir,8820,12110
DKUR948579ZUCMTJ35,S-00002,Agosto,Heckle,Adamec,1994-06-30,Aguascalientes,Palo Alto,Palo Alto,Norway Maple,69921,30058
RGWK064334GFREPZ16,S-00011,Moselle,Judkins,Gleadle,1981-01-11,Coahuila de Zaragoza,Lamadrid,Lamadrid,East,6745,68120
HIJR233106BGFEET56,S-00008,Herold,Belfitt,McAlees,2004-08-11,Oaxaca,El Espinal,El Espinal,Bunting,0314,89417
STTT026242FAXTHF42,S-00003,Humberto,Scala,Pitkins,1998-02-05,Queretaro,Peñamiller,Peñamiller,Duke,6,78569
PLVH365776YEMSVB90,S-00002,Toddy,Vickery,Kubicki,2000-12-27,Aguascalientes,Palo Alto,Palo Alto,Huxley,2158,20948
MPJQ303423UZMFMJ13,S-00002,Brigitte,Crass,Scarrisbrick,1985-09-25,Aguascalientes,Palo Alto,Palo Alto,Twin Pines,1660,41895
KEKN941370MLOXUI51,S-00015,Rafferty,Dunkerton,Casa,2000-04-27,Hidalgo,Pachuca de Soto,Pachuca de Soto,Dunning,83,64904
PFTK628672KDALMU51,S-00006,Ardyth,MacDougal,Longstreeth,1991-07-06,Baja California,Tijuana,Tijuana,Sunbrook,29853,25556
YDAJ394864GXPRHW45,S-00008,Chuck,Wheeler,MacKaig,1981-10-15,Oaxaca,El Espinal,El Espinal,Arkansas,3153,91346
RYMS836729TCBFSB43,S-00003,Bevvy,Marrable,Tyre,2003-10-03,Queretaro,Peñamiller,Peñamiller,Marcy,63,82300
EOFR933832WSBFLI43,S-00005,Querida,Saffran,Riddel,2000-01-24,Nuevo Leon,Pesqueria,Pesqueria,Lunder,16,70773
GKXU643840LNLFZY63,S-00009,Dwight,Sam,Brome,1990-12-15,Chihuahua,Juan Aldama,Juan Aldama,Katie,6,13872
NMKF365411ANHRZZ88,S-00011,Elroy,Denington,Stark,1979-09-06,Coahuila de Zaragoza,Lamadrid,Lamadrid,Kinsman,4631,73361
AJPA419954NVVRGJ58,S-00013,Douglas,Berthelet,Boman,2002-03-08,Campeche,Champoton,Champoton,Stone Corner,55,98115
OOBK764515UREWAS51,S-00003,Sarajane,Jurek,Nijs,2009-02-13,Queretaro,Peñamiller,Peñamiller,Calypso,8029,62251
FNTC670924YUXMRM85,S-00006,Westbrooke,Kareman,Jozsef,1979-01-22,Baja California,Tijuana,Tijuana,Evergreen,45,61992
EISZ490323IIZWIE44,S-00011,Delmore,Buggy,MacNeil,1992-01-08,Coahuila de Zaragoza,Lamadrid,Lamadrid,Quincy,60235,30855
TTRN611379OFNUPG99,S-00014,Robby,Elloy,Dybald,2010-02-16,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Hanover,7,67222
PFWD354332KDLUZH14,S-00014,Persis,Pryde,Crayden,2002-05-26,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Texas,7,78642
XLFV579948QSXYUX97,S-00004,Elwyn,Olenin,Stansbie,1982-11-17,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Maryland,19752,34065
HQRG314844DZFCKF08,S-00005,Elenore,MacCague,Haet,2000-02-14,Nuevo Leon,Pesqueria,Pesqueria,Service,28353,67599
QAJY649300HXZONK60,S-00009,Devinne,Farmer,Cracknall,1994-05-31,Chihuahua,Juan Aldama,Juan Aldama,Center,61289,23578
IDAE453897OLSDEA79,S-00009,Francis,Chasney,Rigglesford,2000-10-27,Chihuahua,Juan Aldama,Juan Aldama,Shelley,26,75944
ABEY928509CXQFGB85,S-00010,Lowrance,Ourtic,Dowdall,1984-10-05,Guerrero,Copala,Copala,Chinook,79079,27863
FLUL813542SQYPIT14,S-00003,Alessandra,Mulcahy,Filer,2003-03-19,Queretaro,Peñamiller,Peñamiller,Ridgeway,41582,14010
ZZGJ943075QWQPDC24,S-00011,Agata,Torn,Venus,2002-02-26,Coahuila de Zaragoza,Lamadrid,Lamadrid,Crowley,55,78860
GMEK946068JSWQQS00,S-00005,Modesta,Duly,Pomphrey,1997-01-03,Nuevo Leon,Pesqueria,Pesqueria,Hoepker,03551,96197
LHHJ574837ADSUZG99,S-00009,Melany,Hise,Vitall,1999-09-21,Chihuahua,Juan Aldama,Juan Aldama,Spohn,49,89964
DYCI842608CSBHZE66,S-00004,Mame,Petrashkov,Bille,1976-12-08,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Oriole,0,83788
SZBX159233HIJIEC58,S-00008,Merrile,McQuaker,Marion,1986-07-05,Oaxaca,El Espinal,El Espinal,Chinook,63,33302
NBYY664203UDPUYF15,S-00010,Elonore,Dixon,Ainsbury,1994-01-23,Guerrero,Copala,Copala,Randy,8,25647
HNUH083537YLVCRE20,S-00003,Eldredge,Gerish,Calleja,1996-05-09,Queretaro,Peñamiller,Peñamiller,Redwing,623,18530
RYIW897855VSLNJF38,S-00014,Bendick,Malatalant,McVicar,1998-08-28,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Surrey,0235,57036
ZVVN182233RTEJTO31,S-00009,Arman,Biddleston,Gavahan,1977-07-04,Chihuahua,Juan Aldama,Juan Aldama,Mariners Cove,7,91873
SJVY808324GWDBTH83,S-00015,Christie,Doppler,Doucette,1986-01-05,Hidalgo,Pachuca de Soto,Pachuca de Soto,Shopko,6,82702
JFKT305704LZMKJE72,S-00013,Faythe,Basili,Brislen,1989-09-14,Campeche,Champoton,Champoton,Sheridan,71,70957
ZZFW013713KOPSXR48,S-00007,Hettie,Crowder,Ray,1998-09-20,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Dapin,837,37975
XSPU682226OWARJM81,S-00013,Marlyn,Sanbroke,Madle,2001-09-22,Campeche,Champoton,Champoton,Milwaukee,117,33608
UTNQ831690ZHSDMW34,S-00007,Elmer,Gerault,Beidebeke,1995-09-21,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Monica,03432,15934
PIAE152531VXATYU75,S-00003,Adeline,Bouchier,Grayshan,1979-05-01,Queretaro,Peñamiller,Peñamiller,Macpherson,79685,87115
DHYX309726IXMNLP77,S-00009,Celina,Peggrem,Brisker,2005-09-17,Chihuahua,Juan Aldama,Juan Aldama,Morning,5,84559
GVXJ549447ZZIIBW27,S-00002,Pierre,Brenton,Frostdick,1996-12-16,Aguascalientes,Palo Alto,Palo Alto,Hermina,6335,98700
ODYY533582XDENZC18,S-00013,Kelsi,Byatt,Puddefoot,1998-01-04,Campeche,Champoton,Champoton,Messerschmidt,519,54908
MROE347523BBVLFB35,S-00014,Israel,Zecchini,O'Loughane,1993-11-30,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Magdeline,290,61882
CECN303373VTOUWI05,S-00009,Tibold,Sambath,Neeve,1995-07-31,Chihuahua,Juan Aldama,Juan Aldama,Esch,80047,24812
FSOV499089BWDPOP05,S-00003,Ettore,Scholl,Beagin,1987-05-31,Queretaro,Peñamiller,Peñamiller,Prentice,9,95797
ATDQ393460UCYNDW21,S-00009,Gerrie,Antonutti,Lunbech,1996-08-06,Chihuahua,Juan Aldama,Juan Aldama,Mcguire,7,87947
VSRG535145LLTZGD82,S-00004,Malinda,Pennini,Paulin,2003-04-08,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Jackson,41994,85343
EPME133695NVLRQB16,S-00006,Melitta,Flannigan,Bonafant,1981-02-19,Baja California,Tijuana,Tijuana,Transport,4610,38589
QTGD892097YCYTWP83,S-00010,Saul,Mannix,Sybry,1996-10-20,Guerrero,Copala,Copala,Chive,5,12815
OSOS416855RFLNUJ16,S-00011,Yancy,Braithwaite,Kuhnert,2007-10-23,Coahuila de Zaragoza,Lamadrid,Lamadrid,Old Gate,5505,96888
XXLS429259ANZSTV22,S-00013,Germaine,Rudolfer,Dimitresco,1997-01-03,Campeche,Champoton,Champoton,Pawling,43,56362
MZTD010511XDMITR23,S-00001,Corbet,Montrose,Barrowclough,1975-06-16,Distrito Federal,N/A,Churubusco,Ryan,4,77474
RWNE124441TPBGDE41,S-00014,Bartlet,Farndell,Domelow,1991-10-18,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Riverside,71,18950
PWVQ012898LETZVD35,S-00014,Janenna,Jeacocke,Woodroff,2005-12-14,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Doe Crossing,64,67984
NOLN749832VLSBXZ62,S-00014,Nikki,Hartigan,Tulloch,1988-04-16,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Hudson,7426,55688
BQRC489614DKYTDH39,S-00010,Gabbi,Petriello,Kenright,1988-03-12,Guerrero,Copala,Copala,Independence,4078,80814
AVEU608836KRLRAN02,S-00011,Kaja,Extall,Overstreet,1984-05-14,Coahuila de Zaragoza,Lamadrid,Lamadrid,Vidon,0,25060
NNRF316742MUYFXT72,S-00003,Trefor,Dubois,Krysztofowicz,2003-03-23,Queretaro,Peñamiller,Peñamiller,Dorton,7,12371
ILJE232431ZBZJNN84,S-00006,Clem,Lett,Gradwell,1991-08-08,Baja California,Tijuana,Tijuana,Anthes,28,51773
KKBM668363EPEFVV92,S-00012,Lucita,Almon,Gourlay,2008-03-05,Morelos,Cuernavaca,Cuernavaca,Onsgard,17,34770
LGIE646302ZDITXY23,S-00005,Abrahan,Faloon,Criag,1980-04-04,Nuevo Leon,Pesqueria,Pesqueria,Jenna,8264,72774
YLBB796697AXZNET42,S-00014,Carmel,Degenhardt,Alcalde,1982-09-22,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Elmside,378,34259
UOZR629398NRPLHE40,S-00011,Miles,Fildery,Mourbey,2010-04-24,Coahuila de Zaragoza,Lamadrid,Lamadrid,Reindahl,728,50016
BUVK741510FYYTPA91,S-00012,Garvy,Lissemore,Earpe,2008-06-17,Morelos,Cuernavaca,Cuernavaca,Cody,9918,19928
IBFZ691677XSFSXZ92,S-00009,Frances,Gawthorp,Byford,2003-10-06,Chihuahua,Juan Aldama,Juan Aldama,Schmedeman,473,42202
BRLF354029FGUGSS48,S-00009,Loree,Pigdon,John,2007-11-18,Chihuahua,Juan Aldama,Juan Aldama,Fairfield,781,26685
SABQ395219GGMJYM40,S-00001,Tye,Mallebone,Peltzer,1981-01-19,Distrito Federal,N/A,Churubusco,Westport,02,54897
APLZ079306UJHUNJ66,S-00006,Errick,Everix,McCaughan,2010-05-18,Baja California,Tijuana,Tijuana,Haas,91,90148
KRSQ312647YBBAND30,S-00007,Christopher,Ors,Goodyer,2005-08-23,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Russell,225,46481
ZAGS052056GHRLNV07,S-00008,Northrup,Olney,Kerswill,1989-07-05,Oaxaca,El Espinal,El Espinal,Dayton,56049,71661
UGDP735001DUYHXH50,S-00010,Cointon,Pimm,Jellicorse,1992-11-23,Guerrero,Copala,Copala,Swallow,857,98497
VLRS819199JGZXJV59,S-00010,Marybelle,McTrustram,Ausher,1989-01-17,Guerrero,Copala,Copala,Montana,613,54324
MXSQ132049CCNOMA06,S-00006,Mariejeanne,Melendez,Osmant,1995-04-14,Baja California,Tijuana,Tijuana,6th,1511,98968
MEBG435056KFVVAV69,S-00015,Ariela,Fullagar,Ingraham,1996-08-24,Hidalgo,Pachuca de Soto,Pachuca de Soto,Corry,8120,63063
VOLK627273OGSKJI57,S-00014,Libbi,Thacke,Ticksall,1979-10-31,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Miller,2,50606
MJWN699142RZAPRD49,S-00008,Ange,Asp,Bampkin,1976-06-22,Oaxaca,El Espinal,El Espinal,Nelson,817,63874
XAVK172341SBABVS52,S-00010,Ferrell,Clemmey,Marland,2003-04-11,Guerrero,Copala,Copala,Village Green,5607,55041
OZHE521606TKUYKM94,S-00006,Gerda,MacKenzie,Scholey,1979-11-13,Baja California,Tijuana,Tijuana,Dorton,1,99132
OERT537400MNXQFA91,S-00015,Benedicta,Lisciandri,Crannell,2006-03-13,Hidalgo,Pachuca de Soto,Pachuca de Soto,Grover,37,24458
DNPZ383036MPQITD56,S-00015,Bogart,Abram,de Grey,1979-02-02,Hidalgo,Pachuca de Soto,Pachuca de Soto,Eagle Crest,49049,28294
PEKW524757QYOZAM12,S-00002,Hodge,Buttler,Mackerness,2005-08-21,Aguascalientes,Palo Alto,Palo Alto,Vahlen,724,95039
BBXV717100CEHNQI85,S-00014,Geneva,Gaylord,Joisce,1977-10-24,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Algoma,7258,33436
RBLC053612BEPYUX55,S-00011,Sarine,Gelderd,Klain,1992-04-17,Coahuila de Zaragoza,Lamadrid,Lamadrid,Sundown,29,71512
SFVR819581LJPLDR65,S-00014,Wendie,Feechan,Tallon,2007-11-02,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Hagan,4163,62082
OMLA529358XEWWTO05,S-00014,Giffard,Tallquist,Sellner,2006-06-25,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Elmside,3547,53391
YOEI889993XKZLWJ39,S-00005,Estevan,Cornthwaite,Grievson,2002-12-19,Nuevo Leon,Pesqueria,Pesqueria,Thackeray,5817,92471
WJDM950955JPRKBX06,S-00014,Caria,Hessenthaler,Wild,2003-06-07,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Larry,792,23677
VMWN692680OUKYWH79,S-00009,Kaile,Edwinson,Rupp,2009-04-10,Chihuahua,Juan Aldama,Juan Aldama,Blaine,4409,23219
FBBK565665UIQIVG63,S-00009,Ardelis,Ducarel,Rose,2005-07-03,Chihuahua,Juan Aldama,Juan Aldama,Fair Oaks,248,98773
USCG372467ESSWLZ31,S-00005,Kristos,Tarbard,Wynrehame,1993-09-06,Nuevo Leon,Pesqueria,Pesqueria,Summer Ridge,7,26860
VFMK586542ZBBTIG19,S-00003,Chrystal,Oldroyde,Barthod,1987-01-12,Queretaro,Peñamiller,Peñamiller,Vahlen,0,95570
BZBD715326ZFHCWG78,S-00012,Shawn,Heiner,Abeles,1999-07-05,Morelos,Cuernavaca,Cuernavaca,Melody,53471,25307
FAZF762275AOCDMG89,S-00009,Diana,Patifield,Searby,2010-05-26,Chihuahua,Juan Aldama,Juan Aldama,Dakota,561,13010
RJXC526459KQAXNF53,S-00001,Jean,Varns,De Haven,1984-02-04,Distrito Federal,N/A,Churubusco,Old Shore,9,57771
EBFP086397ZSKWUG86,S-00004,Pavel,Rames,Eldered,2005-07-16,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Lunder,2553,92873
RJES209782BOZVWL64,S-00014,Sile,Pilsworth,Waberer,1998-10-19,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Fordem,3164,10148
FIJG039385XNMEEN57,S-00002,Virgina,Fiddeman,Anderer,1981-07-08,Aguascalientes,Palo Alto,Palo Alto,Division,573,20044
BVVP743848SWCBBG81,S-00005,Kaitlyn,Llewellyn,De Vaux,1980-10-06,Nuevo Leon,Pesqueria,Pesqueria,Steensland,92590,32167
SIMG555577OKMALE55,S-00004,Sheelah,Sanper,Biers,1994-06-17,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Heffernan,7,51410
ZWOE272744MPKGCF27,S-00013,Merrie,Farey,Muddle,1979-09-02,Campeche,Champoton,Champoton,Schiller,5,41825
MYUV771295FEGKRE30,S-00015,Clayson,Reignould,Throughton,1988-10-06,Hidalgo,Pachuca de Soto,Pachuca de Soto,Mesta,92,83464
IJAS229527YWVTZH97,S-00004,Andie,Ashforth,Easterfield,1982-04-24,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Lighthouse Bay,9,56546
KCIM367900VXDMUH15,S-00008,Cecil,Shoveller,Shiril,2005-07-10,Oaxaca,El Espinal,El Espinal,Pankratz,382,44652
TYRN948777GXNCJR75,S-00008,Ninetta,Heinz,Goulder,1979-04-17,Oaxaca,El Espinal,El Espinal,Novick,3350,15904
LWPN480983MGYNZZ77,S-00005,Ethelda,Shackell,Vaadeland,2006-08-01,Nuevo Leon,Pesqueria,Pesqueria,Westport,36133,24194
ZWFY922924GCILTG66,S-00014,Thorin,Headington,Burnall,2001-04-11,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Green,79,11875
DZDI697849KDVGCR92,S-00015,Skye,Zanicchi,McKern,2007-01-07,Hidalgo,Pachuca de Soto,Pachuca de Soto,Northridge,11,22026
QWOG657764MCHXVR80,S-00012,Karlens,Cossam,Grix,1990-06-12,Morelos,Cuernavaca,Cuernavaca,Thompson,6,43559
LJOV393350SAXTIT21,S-00010,Tate,Endicott,Doumerque,1987-07-23,Guerrero,Copala,Copala,Oriole,292,37132
GSAM019200QVLEUP84,S-00010,Norry,Sabater,Till,1993-02-25,Guerrero,Copala,Copala,Nobel,16830,52338
ZUAP551937BKFZHP96,S-00014,Caitrin,Gilks,Mainds,1985-11-06,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Texas,364,95716
NKYF406423QFZZGA30,S-00007,Kain,O' Concannon,Neames,2007-04-12,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Walton,5,34506
IWTB188993PEDYLT58,S-00014,Zuzana,Mount,Guinane,1984-09-22,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Mayer,4,42093
YQHA047205KRODCO47,S-00012,Nickolas,McBoyle,Southan,1995-10-10,Morelos,Cuernavaca,Cuernavaca,Kensington,3526,69523
ZCOQ622083QBHSPN35,S-00006,Lydia,Lenahan,Gladding,1985-05-16,Baja California,Tijuana,Tijuana,Pennsylvania,113,52456
WEXJ847097OFATSD41,S-00014,Antin,Langtree,Frays,1988-12-16,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Farmco,6,17054
RWVS324979MJEJKU07,S-00012,Broddie,Bryde,Heugel,2005-11-08,Morelos,Cuernavaca,Cuernavaca,Havey,06084,24671
FXFW988199MZERAD41,S-00001,Bartholomew,Westmacott,Bechley,1989-04-25,Distrito Federal,N/A,Churubusco,Gina,190,99647
CALX507494EGJHCL40,S-00005,Caron,Lomasney,Cockerton,1997-06-06,Nuevo Leon,Pesqueria,Pesqueria,Anzinger,9,38945
QWJB990225ROAXQV42,S-00008,Emmye,Jakubowski,Wilsher,2006-10-09,Oaxaca,El Espinal,El Espinal,Ohio,87957,72751
NQJI348395SJCNVR86,S-00002,Godfree,Lanphier,Jenkerson,1986-05-25,Aguascalientes,Palo Alto,Palo Alto,Brickson Park,35,73132
USZK908948BWODRV95,S-00007,Lea,Welfair,Trenfield,1991-12-08,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Browning,7299,52593
OZIP126710WLIUPO59,S-00007,Luke,Clench,Salzen,1992-07-12,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Fuller,246,66324
KRPH680514BFAJCL52,S-00011,Hayward,Hounihan,Arran,1993-12-09,Coahuila de Zaragoza,Lamadrid,Lamadrid,Dawn,6,93634
OAZA901264HJFACB47,S-00001,Brock,Stiles,Vials,2003-06-14,Distrito Federal,N/A,Churubusco,Tennyson,2,11389
DAMM972665UEUFYI99,S-00003,Rosabella,Crate,Flacknoe,2004-02-15,Queretaro,Peñamiller,Peñamiller,Mayfield,1,80290
LDBO591518JUTECA61,S-00008,Alejandra,Mauchlen,Kesper,2001-06-19,Oaxaca,El Espinal,El Espinal,Chive,5325,82713
NTID560085WRRWMF32,S-00003,Hyacinthe,Avrahamov,Lehenmann,1985-09-14,Queretaro,Peñamiller,Peñamiller,Ridgeway,31,34939
ALVU575885ANUOTR24,S-00015,Micaela,Paladino,Cayette,1995-11-04,Hidalgo,Pachuca de Soto,Pachuca de Soto,Moose,021,40486
FQJG299165JUFPVF50,S-00015,Portie,Hawse,Passy,2008-12-13,Hidalgo,Pachuca de Soto,Pachuca de Soto,Straubel,9,90765
GNAW443910VKQVGV86,S-00007,Nealon,Gilpillan,McDonnell,2005-12-28,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Summer Ridge,64,99567
JODT916996DSVBOR68,S-00013,Atalanta,Jewel,Berrane,1996-02-15,Campeche,Champoton,Champoton,Buena Vista,11702,96731
BCSU549287QQXOTN69,S-00015,Dwain,Kincaid,Spring,1977-06-04,Hidalgo,Pachuca de Soto,Pachuca de Soto,Thackeray,2,98275
QQYG863709ECHNOP12,S-00012,Murvyn,Kilcoyne,Roseaman,1976-04-07,Morelos,Cuernavaca,Cuernavaca,Corscot,6447,85308
IZOI867555XZAWKY99,S-00003,Ogdon,Lapthorne,Osgorby,2009-05-26,Queretaro,Peñamiller,Peñamiller,Mosinee,7110,29888
